#    s        x        y     Ue/Vinf    Dstar     Theta      Cf       H       H*        P         m          K          tau         Di
   0.00000  1.00000  0.00126  0.86432  0.005554  0.002588  0.000455    1.9874    1.5800  0.00193  0.00480  0.00264
   0.01594  0.98462  0.00542  0.89915  0.004351  0.002228  0.000719    1.7876    1.6233  0.00180  0.00391  0.00263
   0.04104  0.96034  0.01181  0.95142  0.003266  0.001815  0.001104    1.6201    1.6713  0.00164  0.00311  0.00261
   0.07153  0.93078  0.01927  1.00427  0.002570  0.001495  0.001480    1.5225    1.7055  0.00151  0.00258  0.00258
   0.10412  0.89909  0.02691  1.05001  0.002136  0.001270  0.001794    1.4686    1.7266  0.00140  0.00224  0.00254
   0.13728  0.86678  0.03433  1.08900  0.001839  0.001103  0.002054    1.4369    1.7399  0.00131  0.00200  0.00248
   0.17056  0.83426  0.04141  1.12305  0.001616  0.000972  0.002277    1.4168    1.7488  0.00123  0.00181  0.00241
   0.20387  0.80163  0.04813  1.15360  0.001436  0.000863  0.002475    1.4034    1.7549  0.00115  0.00166  0.00233
   0.23718  0.76893  0.05448  1.18161  0.001283  0.000769  0.002658    1.3944    1.7593  0.00107  0.00152  0.00223
   0.27048  0.73618  0.06047  1.20773  0.001149  0.000686  0.002830    1.3882    1.7623  0.00100  0.00139  0.00213
   0.30375  0.70338  0.06608  1.23242  0.001027  0.000610  0.002997    1.3842    1.7645  0.00093  0.00127  0.00202
   0.33700  0.67054  0.07131  1.25602  0.000915  0.000540  0.003164    1.3818    1.7659  0.00085  0.00115  0.00189
   0.37021  0.63769  0.07614  1.27877  0.000810  0.000475  0.003334    1.3807    1.7669  0.00078  0.00104  0.00175
   0.40337  0.60483  0.08057  1.30088  0.000709  0.000413  0.003515    1.3801    1.7677  0.00070  0.00092  0.00161
   0.43647  0.57197  0.08458  1.32249  0.000612  0.000353  0.003721    1.3791    1.7688  0.00062  0.00081  0.00145
   0.46950  0.53913  0.08816  1.34365  0.000515  0.000296  0.003978    1.3754    1.7712  0.00053  0.00069  0.00127
   0.50245  0.50633  0.09128  1.36418  0.000417  0.000239  0.004327    1.3669    1.7763  0.00045  0.00057  0.00108
   0.53529  0.47360  0.09393  1.38371  0.000324  0.000183  0.004644    1.3745    1.7745  0.00035  0.00045  0.00086
   0.56799  0.44097  0.09607  1.40374  0.000267  0.000134  0.003659    1.5721    1.7006  0.00026  0.00038  0.00063
   0.60042  0.40858  0.09769  1.44425  0.000363  0.000105  0.000396    2.8557    1.5143  0.00022  0.00052  0.00048
   0.63221  0.37681  0.09867  1.47724  0.000338  0.000093  0.000210    2.9969    1.5470  0.00020  0.00050  0.00046
   0.66353  0.34549  0.09883  1.49416  0.000293  0.000086  0.000334    2.7871    1.5594  0.00019  0.00044  0.00045
   0.69461  0.31441  0.09814  1.50665  0.000260  0.000079  0.000453    2.6509    1.5701  0.00018  0.00039  0.00043
   0.72548  0.28359  0.09657  1.51331  0.000234  0.000073  0.000563    2.5624    1.5783  0.00017  0.00035  0.00040
   0.75612  0.25305  0.09409  1.51380  0.000211  0.000068  0.000669    2.5000    1.5849  0.00016  0.00032  0.00037
   0.78648  0.22288  0.09067  1.50768  0.000191  0.000062  0.000773    2.4543    1.5901  0.00014  0.00029  0.00034
   0.81650  0.19318  0.08627  1.49434  0.000172  0.000057  0.000879    2.4202    1.5941  0.00013  0.00026  0.00030
   0.84608  0.16410  0.08087  1.47298  0.000154  0.000052  0.000989    2.3948    1.5973  0.00011  0.00023  0.00027
   0.87501  0.13589  0.07447  1.44264  0.000137  0.000047  0.001107    2.3763    1.5997  0.00010  0.00020  0.00023
   0.90290  0.10898  0.06710  1.40217  0.000120  0.000042  0.001236    2.3631    1.6015  0.00008  0.00017  0.00018
   0.92902  0.08417  0.05898  1.35059  0.000103  0.000037  0.001384    2.3531    1.6028  0.00007  0.00014  0.00015
   0.95216  0.06260  0.05059  1.28805  0.000088  0.000032  0.001555    2.3454    1.6038  0.00005  0.00011  0.00011
   0.97125  0.04526  0.04260  1.21638  0.000073  0.000027  0.001753    2.3355    1.6052  0.00004  0.00009  0.00008
   0.98615  0.03217  0.03548  1.13754  0.000061  0.000023  0.001955    2.3281    1.6062  0.00003  0.00007  0.00005
   0.99764  0.02249  0.02928  1.05113  0.000051  0.000020  0.002183    2.3116    1.6086  0.00002  0.00005  0.00004
   1.00665  0.01531  0.02384  0.95432  0.000043  0.000017  0.002354    2.3065    1.6093  0.00002  0.00004  0.00002
   1.01393  0.00993  0.01894  0.84183  0.000035  0.000014  0.002549    2.2793    1.6133  0.00001  0.00003  0.00001
   1.01998  0.00591  0.01442  0.70705  0.000030  0.000012  0.002521    2.2812    1.6130  0.00001  0.00002  0.00001
   1.02515  0.00301  0.01014  0.54134  0.000024  0.000011  0.002395    2.2442    1.6187  0.00000  0.00001  0.00000
   1.02968  0.00110  0.00604  0.33737  0.000021  0.000009  0.001702    2.2478    1.6182  0.00000  0.00001  0.00000
   1.03373  0.00014  0.00210  0.09442  0.000018  0.000008  0.000569    2.2291    1.6211  0.00000  0.00000  0.00000
   1.03745  0.00009 -0.00162 -0.17715  0.000018  0.000008  0.001066    2.2282    1.6213  0.00000 -0.00000 -0.00000
   1.04134  0.00102 -0.00540 -0.48862  0.000017  0.000008  0.003105    2.2120    1.6239  0.00000 -0.00001 -0.00000
   1.04556  0.00310 -0.00907 -0.78494  0.000021  0.000009  0.004053    2.2620    1.6160  0.00001 -0.00002 -0.00001
   1.05024  0.00634 -0.01244 -1.00064  0.000027  0.000011  0.004077    2.2763    1.6138  0.00001 -0.00003 -0.00002
   1.05557  0.01071 -0.01549 -1.13010  0.000036  0.000013  0.003219    2.3570    1.6023  0.00002 -0.00004 -0.00003
   1.06181  0.01630 -0.01826 -1.19751  0.000047  0.000017  0.002518    2.4047    1.5961  0.00002 -0.00006 -0.00005
   1.06935  0.02340 -0.02082 -1.22645  0.000061  0.000021  0.001819    2.4906    1.5859  0.00003 -0.00007 -0.00006
   1.07881  0.03255 -0.02322 -1.23102  0.000078  0.000026  0.001309    2.5704    1.5775  0.00004 -0.00010 -0.00008
   1.09110  0.04464 -0.02543 -1.21954  0.000099  0.000032  0.000901    2.6703    1.5684  0.00005 -0.00012 -0.00009
   1.10749  0.06092 -0.02736 -1.19667  0.000127  0.000040  0.000594    2.7869    1.5594  0.00006 -0.00015 -0.00011
   1.12908  0.08245 -0.02879 -1.16689  0.000162  0.000049  0.000373    2.9230    1.5509  0.00007 -0.00019 -0.00012
   1.15567  0.10904 -0.02945 -1.13069  0.000164  0.000064  0.001119    2.2731    1.5650  0.00008 -0.00019 -0.00014
   1.18576  0.13912 -0.02929 -1.09597  0.000171  0.000100  0.003550    1.4843    1.7357  0.00012 -0.00019 -0.00023
   1.21785  0.17121 -0.02847 -1.06878  0.000255  0.000160  0.003606    1.3758    1.7747  0.00018 -0.00027 -0.00035
   1.25110  0.20443 -0.02719 -1.04488  0.000360  0.000225  0.003091    1.3950    1.7636  0.00025 -0.00038 -0.00045
   1.28507  0.23836 -0.02561 -1.02355  0.000460  0.000289  0.002815    1.3952    1.7620  0.00030 -0.00047 -0.00055
   1.31950  0.27275 -0.02389 -1.00530  0.000557  0.000353  0.002643    1.3883    1.7641  0.00036 -0.00056 -0.00063
   1.35406  0.30727 -0.02215 -0.99028  0.000651  0.000416  0.002517    1.3809    1.7667  0.00041 -0.00064 -0.00071
   1.38845  0.34162 -0.02050 -0.97868  0.000739  0.000476  0.002427    1.3736    1.7695  0.00046 -0.00072 -0.00079
   1.42268  0.37581 -0.01899 -0.97064  0.000820  0.000532  0.002367    1.3659    1.7727  0.00050 -0.00080 -0.00086
   1.45692  0.41003 -0.01765 -0.97090  0.000877  0.000574  0.002381    1.3523    1.7789  0.00054 -0.00085 -0.00093
   1.49143  0.44452 -0.01630 -0.96781  0.000948  0.000623  0.002343    1.3481    1.7807  0.00058 -0.00092 -0.00100
   1.52610  0.47916 -0.01490 -0.96226  0.001029  0.000677  0.002278    1.3484    1.7803  0.00063 -0.00099 -0.00107
   1.56084  0.51387 -0.01348 -0.95633  0.001112  0.000732  0.002214    1.3491    1.7798  0.00067 -0.00106 -0.00114
   1.59554  0.54854 -0.01208 -0.95039  0.001195  0.000788  0.002156    1.3495    1.7794  0.00071 -0.00114 -0.00120
   1.63017  0.58314 -0.01072 -0.94468  0.001277  0.000843  0.002105    1.3495    1.7793  0.00075 -0.00121 -0.00126
   1.66473  0.61768 -0.00942 -0.93931  0.001359  0.000898  0.002060    1.3489    1.7794  0.00079 -0.00128 -0.00133
   1.69924  0.65216 -0.00819 -0.93431  0.001439  0.000953  0.002021    1.3480    1.7798  0.00083 -0.00134 -0.00138
   1.73371  0.68661 -0.00706 -0.92969  0.001517  0.001007  0.001986    1.3467    1.7803  0.00087 -0.00141 -0.00144
